company_id,company_name,num_laid_off,pct_laid_off,industry,office,country_code,country,region,continent,date_announced,year,quarter,month,weekday,week,stage,mn_raised_dollar,source
763,EasyPost,75,NA,Logistics,Salt Lake City,USA,United States,Northern America,North America,2020-03-11,2020,Q1,3,Wednesday,11,Series A,12,https://www.bizjournals.com/louisville/news/2020/03/11/logistics-company-ceasing-operations-planning.html
2369,Tamara Mellon,20,0.4,Retail,Los Angeles,USA,United States,Northern America,North America,2020-03-12,2020,Q1,3,Thursday,11,Series C,90,https://layoffs.fyi/list/tamara-mellon/
1788,Panda Squad,6,0.75,Consumer,SF Bay Area,USA,United States,Northern America,North America,2020-03-13,2020,Q1,3,Friday,11,Seed,1,https://twitter.com/danielsinger/status/1238545571092160514
1137,HopSkipDrive,8,0.1,Transportation,Los Angeles,USA,United States,Northern America,North America,2020-03-13,2020,Q1,3,Friday,11,Unknown,45,https://layoffs.fyi/2020/04/02/hopskipdrive-laid-off-10-of-team-due-to-school-closures/
1220,Inspirato,130,0.22,Travel,Denver,USA,United States,Northern America,North America,2020-03-16,2020,Q1,3,Monday,12,Series C,79,https://businessden.com/2020/03/16/inspirato-cuts-20-of-workforce/
2137,Service,NA,1,Travel,Los Angeles,USA,United States,Northern America,North America,2020-03-16,2020,Q1,3,Monday,12,Seed,5,https://techcrunch.com/2020/03/16/travel-savings-tool-service-shuts-down-citing-covid-19-downturn/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+techcrunch%2Fstartups+%28TechCrunch+%C2%BB+Startups%29
1095,Help.com,16,1,Support,Austin,USA,United States,Northern America,North America,2020-03-16,2020,Q1,3,Monday,12,Seed,6,LinkedIn
925,Flytedesk,4,0.2,Marketing,Boulder,USA,United States,Northern America,North America,2020-03-18,2020,Q1,3,Wednesday,12,Seed,4,https://businessden.com/2020/03/18/boulder-advertising-startup-flytedesk-lays-off-staff-amid-coronavirus/
123,Anyvision,NA,NA,Security,Tel Aviv,ISR,Israel,Western Asia,Asia,2020-03-19,2020,Q1,3,Thursday,12,Series A,74,https://ipvm.com/reports/anyvision-20-layoffs
778,Ejento,84,1,Recruiting,SF Bay Area,USA,United States,Northern America,North America,2020-03-19,2020,Q1,3,Thursday,12,Unknown,NA,https://layoffs.fyi/list/ejento/
2016,Remote Year,50,0.5,Travel,Chicago,USA,United States,Northern America,North America,2020-03-19,2020,Q1,3,Thursday,12,Series B,17,https://techcrunch.com/2020/03/19/remote-year-which-helps-you-work-while-traveling-the-world-lays-off-50-of-staff/
331,Bounce,120,NA,Transportation,Bengaluru,IND,India,Southern Asia,Asia,2020-03-19,2020,Q1,3,Thursday,12,Series D,214,https://www.cqai520.com/tech/scooter-rental-startup-bounce-lays-off-120-employees-amid-coronavirus-scare-report/#more-18179
1442,Lola,34,NA,Travel,Boston,USA,United States,Northern America,North America,2020-03-19,2020,Q1,3,Thursday,12,Series C,81,https://layoffs.fyi/2020/03/19/lola-lays-off-34-employees-due-to-impact-of-the-coronavirus/
1899,Popin,NA,1,Fitness,New York City,USA,United States,Northern America,North America,2020-03-19,2020,Q1,3,Thursday,12,Unknown,13,https://www.businessinsider.com/fitness-app-popin-shut-down-email-to-users-2020-3?r=startups-layoff-lp
2513,Tuft & Needle,NA,NA,Retail,Phoenix,USA,United States,Northern America,North America,2020-03-19,2020,Q1,3,Thursday,12,Acquired,0,https://www.theverge.com/2020/3/19/21185840/tuft-needle-coronavirus-firing-retail-staff-closing-stores
1823,Peek,45,NA,Travel,Salt Lake City,USA,United States,Northern America,North America,2020-03-20,2020,Q1,3,Friday,12,Series B,39,https://layoffs.fyi/2020/04/06/peek-conducted-a-mass-layoff/
926,Flywheel Sports,784,0.98,Fitness,New York City,USA,United States,Northern America,North America,2020-03-20,2020,Q1,3,Friday,12,Acquired,120,https://stayfit305.com/solidcore-and-flywheel-announce-layoffs-as-a-result-of-covid-19/
2137,Service,NA,1,Travel,Los Angeles,USA,United States,Northern America,North America,2020-03-20,2020,Q1,3,Friday,12,Seed,5,https://techcrunch.com/2020/03/16/travel-savings-tool-service-shuts-down-citing-covid-19-downturn/
621,CTO.ai,30,0.5,Infrastructure,Vancouver,CAN,Canada,Northern America,North America,2020-03-20,2020,Q1,3,Friday,12,Seed,7,LinkedIn
2575,Vacasa,NA,NA,Travel,Portland,USA,United States,Northern America,North America,2020-03-20,2020,Q1,3,Friday,12,Series C,526,https://www.bizjournals.com/portland/news/2020/03/20/vacasa-announces-large-scale-layoffs-slashes.html
2737,Yonder,18,NA,Media,Austin,USA,United States,Northern America,North America,2020-03-20,2020,Q1,3,Friday,12,Series A,16,https://www.americaninno.com/austin/inno-news/austin-startup-yonder-lays-off-18-employees-citing-coronavirus-disruptions/
2793,Zwift,NA,NA,Fitness,Los Angeles,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Series B,164,https://www.dcrainmaker.com/2020/03/zwift-lays-off-employees-in-move-to-focus-on-developing-new-hardware.html
2495,Triplebyte,15,0.17,Recruiting,SF Bay Area,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Series B,48,https://layoffs.fyi/2020/03/26/triplebyte-lays-off-15-talent-managers-and-technical-writers/
1361,Ladder Life,13,0.25,Finance,SF Bay Area,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Series C,94,LinkedIn
395,Cabin,NA,0.2,Travel,SF Bay Area,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Seed,3,https://www.theinformation.com/articles/layoffs-accelerate-across-silicon-valley-startups
739,Drip,20,NA,Marketing,Salt Lake City,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Acquired,0,LinkedIn
2405,The Guild,38,0.22,Travel,Austin,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Series B,36,https://www.americaninno.com/austin/inno-news/report-austin-startup-the-guild-lays-off-38-people/
776,Eight Sleep,NA,0.2,Retail,New York City,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Series C,70,https://www.theinformation.com/articles/layoffs-accelerate-across-silicon-valley-startups
587,Convene,150,0.18,Real Estate,New York City,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Series D,280,https://layoffs.fyi/2020/04/08/convene-laid-off-150-employees/
1378,Leafly,91,0.5,Retail,Seattle,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Acquired,2,https://www.geekwire.com/2020/leafly-lays-off-additional-91-employees-eliminating-50-percent-staff-2020/
573,Compass,375,0.15,Real Estate,New York City,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Series G,1600,https://layoffs.fyi/2020/04/14/compass-laid-off-375-employees-showings-have-dropped-by-60/
1049,GrayMeta,20,0.4,Data,Los Angeles,USA,United States,Northern America,North America,2020-03-23,2020,Q1,3,Monday,13,Unknown,7,LinkedIn
2363,Takl,130,NA,Consumer,Nashville,USA,United States,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Unknown,NA,https://www.bizjournals.com/nashville/news/2020/03/24/hours-before-nashville-company-laid-off-staff-it.html
931,Foodsby,87,0.67,Food,Minneapolis,USA,United States,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Series B,20,https://www.americaninno.com/minne/inno-news-minne/layoffs-at-foodsby-after-drop-in-business-from-coronavirus/
1824,Peerfit,NA,0.4,HR,Tampa Bay,USA,United States,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Unknown,47,https://www.americaninno.com/tampabay/newsletters/tech-org-local-startup-team-up-for-virtual-event-peerfit-layoffs-newsletter/
917,Flowr,NA,0.25,Retail,Toronto,CAN,Canada,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Unknown,NA,https://www.benzinga.com/markets/cannabis/20/03/15650740/cannabis-startups-flowr-and-leafly-cite-covid-19-fears-for-layoffs
2235,Sonder,400,0.33,Travel,SF Bay Area,USA,United States,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Series D,359,https://layoffs.fyi/2020/03/27/sonder-lays-off-400-employees-bookings-down-20/
2478,TravelBank,20,NA,Travel,SF Bay Area,USA,United States,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Series B,35,https://www.teamblind.com/post/TravelBank-had-layoffs-t0kHoLwb
2259,SpotHero,NA,NA,Transportation,Chicago,USA,United States,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Series D,117,https://americaninno.com/chicago/inno-news-chicago/layoffs-at-spothero-as-demand-drops-due-to-coronavirus/
2767,Zeus Living,80,0.3,Real Estate,SF Bay Area,USA,United States,Northern America,North America,2020-03-24,2020,Q1,3,Tuesday,13,Series B,79,https://layoffs.fyi/2020/03/30/zeus-living-laid-off-80-employees
1469,Lyric,100,NA,Real Estate,SF Bay Area,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series B,179,https://therealdeal.com/2020/03/25/another-bloodbath-lyric-to-slash-jobs-drop-units/
1692,O'Reilly Media,75,0.15,Media,SF Bay Area,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Unknown,NA,https://www.businessinsider.com/oreilly-media-layoffs-events-business-2020-3
1252,Jama,12,0.05,Product,Portland,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Unknown,233,https://www.oregonlive.com/silicon-forest/2020/03/jama-software-will-lay-off-a-dozen-but-says-business-is-solid-during-coronavirus-outbreak.html
517,Clever Real Estate,NA,NA,Real Estate,St. Louis,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series A,5,https://www.bizjournals.com/stlouis/news/2020/03/25/this-sucks-st-louis-real-estate-startup-lays-off.html
1759,OutboundEngine,52,0.28,Marketing,Austin,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series C,48,https://www.bizjournals.com/austin/news/2020/03/25/outbound-engine-lays-off-dozens-amid-coronavirus.html
1766,Overtime,30,0.23,Media,New York City,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series B,35,https://frntofficesport.com/overtime-coronavirus-job-cuts/
534,Clutter,NA,0.3,Consumer,Los Angeles,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series D,296,https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO
713,Divvy Homes,NA,0.08,Real Estate,SF Bay Area,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series B,180,https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO
785,Element Analytics,10,NA,Data,SF Bay Area,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series A,22,Company executive
2559,Universal Standard,NA,NA,Retail,New York City,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series A,8,https://www.modernretail.co/startups/coronavirus-fallout-tracking-the-layoffs-furloughs-and-cuts-at-retail-startups/
2699,Wonderschool,50,0.75,Education,SF Bay Area,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series A,24,https://layoffs.fyi/2020/03/26/wonderschool-lays-off-75-of-employees/
1974,Rangle,78,0.3,Product,Toronto,CAN,Canada,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Unknown,NA,https://betakit.com/rangle-temporarily-lays-off-78-employees-as-financial-pressures-from-pandemic-hit-cdntech/
2492,TripActions,300,0.25,Travel,SF Bay Area,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series D,981,https://layoffs.fyi/2020/03/31/tripactions-laid-off-300-employees-via-a-group-zoom-call/
2650,WanderJaunt,56,0.23,Travel,SF Bay Area,USA,United States,Northern America,North America,2020-03-25,2020,Q1,3,Wednesday,13,Series B,26,https://www.nytimes.com/2020/04/01/technology/virus-start-ups-pummeled-layoffs-unwinding.html
583,Consider.co,13,1,Other,SF Bay Area,USA,United States,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Seed,5,https://www.consider.co/
863,Fareportal,200,NA,Travel,Gurugram,IND,India,Southern Asia,Asia,2020-03-26,2020,Q1,3,Thursday,13,Unknown,NA,https://hrnxt.com/news/exclusive-travel-tech-firm-fareportal-lays-off-employees/16389/2020/03/26/
769,Ecobee,47,0.1,Energy,Toronto,CAN,Canada,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Series C,149,https://layoffs.fyi/2020/04/10/ecobee-laid-off-47-employees/
1825,Peerspace,41,0.75,Real Estate,SF Bay Area,USA,United States,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Series B,34,https://www.peerspace.com/blog/ceo-letter-to-the-peerspace-community/
1800,Passport,44,NA,Transportation,Charlotte,USA,United States,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Series D,123,https://layoffs.fyi/2020/04/09/passport-lays-off-employees-and-furloughs-others/
1628,Nativo,NA,0.4,Marketing,Los Angeles,USA,United States,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Series B,35,LinkedIn
213,B8ta,250,0.5,Retail,SF Bay Area,USA,United States,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Series C,88,https://www.retaildive.com/news/b8ta-announces-corporate-layoffs-and-store-associate-furloughs/574955/
1939,Puppet,50,0.1,Infrastructure,Portland,USA,United States,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Series F,149,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html
1034,GoSpotCheck,23,0.2,Retail,Denver,USA,United States,Northern America,North America,2020-03-26,2020,Q1,3,Thursday,13,Series B,47,https://businessden.com/2020/03/26/software-firm-gospotcheck-cuts-23-employees-in-bid-to-extend-runway/
1433,Loft,47,NA,Real Estate,Sao Paulo,BRA,Brazil,Latin America and the Caribbean,South America,2020-03-27,2020,Q1,3,Friday,13,Series C,263,https://br.financas.yahoo.com/noticias/startup-loft-demitiu-47-antes-165500949.html
2424,ThirdLove,10,NA,Retail,New York City,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series B,68,https://www.vox.com/the-goods/2020/3/27/21195664/coronavirus-layoffs-furlough-severance
228,Bcredi,NA,NA,Finance,Curitiba,BRA,Brazil,Latin America and the Caribbean,South America,2020-03-27,2020,Q1,3,Friday,13,Series A,NA,https://layoffs.fyi/list/bcredi/
2399,Textio,30,0.2,Recruiting,Seattle,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Unknown,41,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/
829,Everlane,227,NA,Retail,SF Bay Area,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Unknown,18,https://www.vice.com/en_ca/article/akw9ej/everlane-reassures-workers-then-lays-off-and-furloughs-hundreds
1866,Pivot3,NA,NA,Infrastructure,Austin,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series H,273,https://blocksandfiles.com/2020/03/27/hci-shop-pivot3-makes-significant-layoffs/
253,Bevi,30,0.2,Food,Boston,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series C,60,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/
1727,Opal,20,NA,Marketing,Portland,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series B,25,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html
1132,HOOQ,250,1,Consumer,Singapore,SGP,Singapore,South-eastern Asia,Asia,2020-03-27,2020,Q1,3,Friday,13,Unknown,95,https://techcrunch.com/2020/03/27/streaming-service-hooq-files-for-liquidation/
707,DISCO,75,NA,Legal,Austin,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series E,133,https://www.americaninno.com/austin/inno-news/layoffs-at-fast-rising-austin-startup-disco/
1571,Mogo,78,0.3,Finance,Vancouver,CAN,Canada,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Post-IPO,201,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/
236,Bench,47,0.1,Finance,Vancouver,CAN,Canada,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series B,49,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/
2026,Restaurant365,175,NA,Food,Los Angeles,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series C,127,https://news.crunchbase.com/news/restaurant365-confirms-coronavirus-related-layoffs/
1483,Make School,NA,NA,Education,SF Bay Area,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Unknown,NA,https://www.makeschool.com/blog/a-message-of-solidarity-to-our-community
1972,Raken,60,NA,Construction,San Diego,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series A,12,LinkedIn
305,Blueground,130,0.25,Real Estate,New York City,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series B,77,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/
271,Bird,406,0.3,Transportation,Los Angeles,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series D,623,https://layoffs.fyi/2020/03/30/bird-lays-off-over-400-employees
1333,Knotel,127,0.3,Real Estate,New York City,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series C,560,https://commercialobserver.com/2020/03/knotel-cuts-half-of-its-staff-amid-coronavirus-pandemic/
1703,Oh My Green,40,NA,Food,SF Bay Area,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Seed,20,https://finance.yahoo.com/news/tech-startups-ask-workers-trade-110029332.html
1724,OneWeb,451,0.85,Aerospace,London,GBR,United Kingdom,Northern Europe,Europe,2020-03-27,2020,Q1,3,Friday,13,Unknown,3000,https://spacenews.com/oneweb-files-for-chapter-11-bankruptcy/
2774,Zipcar,100,0.2,Transportation,Boston,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Acquired,107,https://layoffs.fyi/2020/04/03/zipcar-laid-off-20-of-staff-amid-widescale-travel-disruption
664,DataRobot,200,NA,Data,Boston,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series E,430,https://www.americaninno.com/boston/inno-news-boston/datarobot-cuts-workforce-as-coronavirus-roils-the-startup-economy/
988,Getaround,100,0.25,Transportation,SF Bay Area,USA,United States,Northern America,North America,2020-03-27,2020,Q1,3,Friday,13,Series D,403,https://www.bizjournals.com/sanfrancisco/news/2020/03/27/getaround-issues-another-layoff-round-as-it-seeks.html
2677,WeWork,250,NA,Real Estate,New York City,USA,United States,Northern America,North America,2020-03-28,2020,Q1,3,Saturday,13,Series H,2250,https://www.reuters.com/article/wework-layoffs/wework-cuts-about-250-more-jobs-to-reduce-costs-source-idUSL4N2BL0DJ
2019,Rent the Runway,NA,NA,Retail,New York City,USA,United States,Northern America,North America,2020-03-28,2020,Q1,3,Saturday,13,Series F,541,https://www.theverge.com/2020/3/28/21198042/rent-the-runway-lays-off-all-retail-employees-due-to-coronavirus-uncertainty
2480,TravelTriangle,250,0.5,Travel,Gurugram,IND,India,Southern Asia,Asia,2020-03-28,2020,Q1,3,Saturday,13,Series D,47,https://entrackr.com/2020/03/exclusive-traveltriangle-lays-off-250-employees-covid-crisis/
1890,Polarr,10,NA,Consumer,SF Bay Area,USA,United States,Northern America,North America,2020-03-29,2020,Q1,3,Sunday,13,Series A,13,https://medium.com/@derekzhyan/drawing-a-blank-18068b4aff1d
106,Amplero,17,1,Marketing,Seattle,USA,United States,Northern America,North America,2020-03-29,2020,Q1,3,Sunday,13,Series B,25,https://www.geekwire.com/2020/canary-coal-mine-seattle-marketing-tech-startup-amplero-shuts-lays-off-17-employees/
2775,ZipRecruiter,400,0.39,Recruiting,Los Angeles,USA,United States,Northern America,North America,2020-03-29,2020,Q1,3,Sunday,13,Series B,219,https://www.wsj.com/articles/ziprecruiter-downsizes-as-employers-scale-back-hiring-11585498957
401,Caliva,20,NA,Retail,SF Bay Area,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Series A,75,https://www.businessinsider.com/cannabis-startup-caliva-laid-off-20-corporate-employees-2020-5
1435,Loftsmart,25,0.75,Real Estate,New York City,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Series A,18,https://www.linkedin.com/posts/swbernstein_founder-operator-and-investor-friends-activity-6647864445718585344-4i-K
637,Cuyana,NA,NA,Retail,SF Bay Area,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Series C,31,https://www.instagram.com/p/B-YJi1UJVoC/
1105,Hibob,70,0.3,HR,Tel Aviv,ISR,Israel,Western Asia,Asia,2020-03-30,2020,Q1,3,Monday,14,Series A,45,https://www.teamblind.com/post/Hibob-layoffs---70-ppl-org-wide-5BmyRsoZ
2283,Starship Technologies,30,NA,Transportation,Tallinn,EST,Estonia,Northern Europe,Europe,2020-03-30,2020,Q1,3,Monday,14,Series A,82,https://digi.geenius.ee/rubriik/uudis/karmid-numbrid-robotkullerite-tootja-starshipi-pohiari-kukkus-sisuliselt-kokku/
1505,Maven,31,0.09,Media,Seattle,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Post-IPO,77,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9
854,FabHotels,80,0.2,Travel,New Delhi,IND,India,Southern Asia,Asia,2020-03-30,2020,Q1,3,Monday,14,Series B,48,https://entrackr.com/2020/04/exclusive-fabhotels-lays-off-80-employees-slashes-salary/
2042,RigUp,120,0.25,Energy,Austin,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Series D,423,https://www.americaninno.com/austin/inno-news/austin-tech-unicorn-rigup-sheds-100-plus-jobs/
2433,Thumbtack,250,0.3,Consumer,SF Bay Area,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Series F,423,https://layoffs.fyi/2020/04/06/thumbtack-laid-off-250-employees/
310,Blume Global,30,0.1,Logistics,SF Bay Area,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Unknown,NA,LinkedIn
1245,Iris Nova,9,0.5,Food,New York City,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Seed,15,https://www.businessinsider.com/coca-cola-backed-startup-iris-nova-layoffs-due-to-coronavirus-2020-3
447,Catalant,30,NA,Other,Boston,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Series E,110,https://www.americaninno.com/boston/inno-news-boston/catalant-technologies-cuts-workforce-amid-coronavirus-uncertainty/
1826,PeerStreet,51,0.3,Finance,Los Angeles,USA,United States,Northern America,North America,2020-03-30,2020,Q1,3,Monday,14,Series C,110,https://layoffs.fyi/2020/03/31/breaking-la-based-peerstreet-lays-off-50-employees/
723,Domio,NA,0.3,Travel,New York City,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series B,116,LinkedIn
1310,KeepTruckin,349,0.18,Logistics,SF Bay Area,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series D,227,https://layoffs.fyi/2020/03/31/keeptruckin-lays-off-another-149-employees-one-month-after-previous-layoff/
504,Claravine,NA,NA,Marketing,Salt Lake City,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Seed,4,LinkedIn
2220,Snap Finance,NA,NA,Finance,Salt Lake City,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Unknown,NA,LinkedIn
2518,Turo,108,0.3,Transportation,SF Bay Area,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series E,467,https://layoffs.fyi/2020/04/21/turo-laid-off-108-employees/
116,AngelList,20,NA,Recruiting,SF Bay Area,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series B,26,https://techcrunch.com/2020/04/06/angellist-lays-off-a-number-of-staff-and-cuts-executive-salaries/
2573,uShip,65,0.37,Logistics,Austin,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series D,69,https://www.bizjournals.com/austin/news/2020/03/31/austin-layoffs-rounded-up-incredibly-talented.html
2760,Zenoti,17,0.04,Fitness,Seattle,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series C,91,https://www.geekwire.com/2020/spa-salon-software-startup-zenoti-makes-small-layoff-beauty-industry-faces-covid-19-upheaval/
41,Adara,NA,NA,Travel,SF Bay Area,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series C,67,https://www.linkedin.com/posts/hongchengmi_grateful-activity-6650855887563030528-O3sC
47,AdRoll,210,0.3,Marketing,Salt Lake City,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series C,89,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/
2204,SkySlope,50,0.25,Real Estate,Sacramento,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Acquired,NA,https://www.bizjournals.com/sacramento/news/2020/04/03/skyslope-said-to-cut-sacramento-staff-as-housing.html
700,DialSource,5,0.14,Marketing,Sacramento,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series B,26,Company executive
2060,Rover,194,0.41,Consumer,Seattle,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series G,310,https://www.geekwire.com/2020/pet-care-startup-rover-lays-off-41-workforce-194-employees-due-covid-19-impact/
1308,Kazoo,NA,0.35,HR,Austin,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series A,8,https://www.americaninno.com/austin/inno-news/austin-hr-platform-company-kazoo-lays-off-35-of-its-workforce/
2764,Zerto,NA,NA,Infrastructure,Boston,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Series E,130,https://blocksandfiles.com/2020/03/31/zerto-makes-layoffs-to-survive-pandemic-economic-storm/
2191,Siteimprove,40,NA,Marketing,Minneapolis,USA,United States,Northern America,North America,2020-03-31,2020,Q1,3,Tuesday,14,Unknown,55,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html
605,Crayon,20,0.2,Marketing,Boston,USA,United States,Northern America,North America,2020-04-01,2020,Q2,4,Wednesday,14,Series A,16,LinkedIn
2162,Showpad,52,0.12,Marketing,Chicago,USA,United States,Northern America,North America,2020-04-01,2020,Q2,4,Wednesday,14,Series D,159,https://www.americaninno.com/chicago/inno-news-chicago/showpad-lays-off-52-employees-globally-18-in-chicago/
634,Currency,NA,NA,Finance,Los Angeles,USA,United States,Northern America,North America,2020-04-01,2020,Q2,4,Wednesday,14,Unknown,NA,LinkedIn
1012,GOAT Group,NA,NA,Retail,Los Angeles,USA,United States,Northern America,North America,2020-04-01,2020,Q2,4,Wednesday,14,Series D,197,LinkedIn
2571,Usermind,15,0.25,Marketing,Seattle,USA,United States,Northern America,North America,2020-04-01,2020,Q2,4,Wednesday,14,Series C,46,https://www.geekwire.com/2020/seattle-marketing-software-startup-usermind-lays-off-15-employees/
1107,Highsnobiety,51,0.25,Media,Berlin,DEU,Germany,Western Europe,Europe,2020-04-01,2020,Q2,4,Wednesday,14,Series A,9,https://digiday.com/media/highsnobiety-closes-commerce-cuts-25-of-staff/
